     149,  -0.003235,   0.225905,   0.983886
     164,  -0.003235,   0.224562,   0.985473
     180,  -0.003357,   0.228224,   0.984984
     199,  -0.003479,   0.228835,   0.986816
     215,  -0.003479,   0.228469,   0.987914
     230,  -0.003601,   0.227858,   0.987182
     246,  -0.003357,   0.229323,   0.982543
     262,  -0.003357,   0.229811,   0.981810
     277,  -0.003723,   0.228957,   0.982909
     299,  -0.003845,   0.230666,   0.985229
     315,  -0.004456,   0.239334,   0.974486
     330,  -0.007386,   0.234572,   0.958616
     346,  -0.010316,   0.245804,   0.960081
     362,  -0.006775,   0.185253,   1.125984
     377,  -0.017884,   0.223463,   0.939571
     399,  -0.019593,   0.220289,   0.985473
     415,  -0.013123,   0.204297,   0.956784
     431,  -0.005921,   0.224440,   0.942257
     446,  -0.003723,   0.229201,   0.942623
     462,  -0.002869,   0.250320,   1.000366
     478,  -0.002991,   0.251907,   1.020387
     500,  -0.002258,   0.239822,   1.021608
     515,   0.008240,   0.132638,   0.928462
     531,   0.018861,   0.231154,   1.043704
     546,  -0.003113,   0.280840,   0.901605
     562,  -0.005921,   0.241409,   0.963255
     578,  -0.006775,   0.209791,   0.966429
     600,  -0.007019,   0.207837,   0.888543
     615,  -0.003601,   0.224806,   0.852896
     631,  -0.004456,   0.231032,   0.864738
     647,  -0.005799,   0.232985,   0.930782
     662,  -0.006531,   0.207349,   0.975951
     678,  -0.013001,   0.202222,   1.015260
     700,  -0.014222,   0.210401,   1.013917
     716,  -0.013978,   0.210889,   1.017091
     731,  -0.010316,   0.205518,   1.003174
     747,  -0.006531,   0.202466,   0.989013
     762,  -0.003113,   0.200879,   0.972899
     778,  -0.001648,   0.210157,   0.936520
     800,  -0.003723,   0.199048,   0.911982
     816,  -0.013856,   0.213941,   0.892694
     831,  -0.014222,   0.189037,   0.922359
     847,  -0.004212,   0.238235,   1.023317
     863,  -0.001648,   0.231154,   1.078862
     878,  -0.003357,   0.245193,   1.093878
     901,  -0.005310,   0.247024,   1.081182
     916,   0.007020,   0.156321,   0.940914
     932,   0.002136,   0.286333,   0.897699
     947,   0.016175,   0.205396,   0.980712
     963,   0.012879,   0.270830,   0.895624
     978,  -0.005921,   0.231521,   0.665507
    1001,  -0.002014,   0.215406,   0.786486
    1016,   0.000916,   0.231887,   1.160044
    1032,  -0.002991,   0.206495,   1.127327
    1048,  -0.004212,   0.196728,   0.987182
    1063,  -0.001526,   0.190624,   0.923823
    1079,  -0.000671,   0.190380,   0.928829
    1101,  -0.002380,   0.196118,   0.951901
    1116,  -0.001282,   0.228591,   0.930538
    1132,  -0.001282,   0.223219,   0.932857
    1148,  -0.001892,   0.221876,   0.933468
    1163,  -0.001892,   0.219923,   0.966307
    1179,  -0.002869,   0.221388,   0.990478
    1201,  -0.002625,   0.224196,   0.976317
    1217,  -0.002991,   0.229201,   0.976805
    1232,  -0.003357,   0.225172,   0.976927
    1248,  -0.004334,   0.220167,   0.935055
    1264,  -0.004944,   0.230056,   0.940548
    1279,  -0.004944,   0.229811,   0.949948
    1301,  -0.008973,   0.205884,   0.876213
    1317,  -0.009339,   0.208082,   0.954831
    1333,  -0.005555,   0.218580,   1.018678
    1348,  -0.005432,   0.220167,   1.024415
    1364,  -0.005066,   0.220900,   1.036745
    1379,  -0.001526,   0.217359,   1.036623
    1402,   0.001282,   0.217604,   1.035036
    1417,   0.002869,   0.224928,   1.005615
    1433,   0.004822,   0.210157,   0.981444
    1448,  -0.000916,   0.208936,   1.001099
    1464,   0.015199,   0.243728,   1.000122
    1480,  -0.003723,   0.258255,   0.886468
    1502,  -0.004090,   0.173167,   0.906488
    1517,  -0.002991,   0.193310,   0.895868
    1533,  -0.002380,   0.217726,   0.908808
    1548,  -0.002258,   0.214674,   0.908808
    1564,  -0.001038,   0.214430,   0.920771
    1580,  -0.000305,   0.219191,   0.950192
    1602,  -0.000671,   0.217115,   0.971190
    1618,  -0.002136,   0.210645,   0.995605
    1633,  -0.005555,   0.227248,   0.893914
    1649,  -0.003601,   0.227736,   0.918452
    1665,  -0.004578,   0.219069,   0.942379
    1680,  -0.004944,   0.216993,   0.943600
    1702,  -0.007752,   0.209546,   0.908075
    1718,  -0.004944,   0.206006,   0.905878
    1733,   0.001038,   0.218458,   0.921504
    1749,  -0.005799,   0.238601,   0.946896
    1764,  -0.005310,   0.242141,   0.980712
    1780,  -0.004090,   0.240188,   1.021486
    1802,  -0.006287,   0.233474,   1.047854
    1818,  -0.005432,   0.230910,   1.006958
    1833,  -0.005921,   0.222731,   0.983153
    1849,  -0.001282,   0.208448,   0.926143
    1864,   0.001892,   0.207471,   0.919795
    1880,   0.006043,   0.210279,   0.906977
    1902,   0.012513,   0.166941,   0.941036
    1918,  -0.003479,   0.228469,   0.802356
    1933,   0.002014,   0.230300,   0.922359
    1949,   0.000549,   0.229445,   1.011964
    1965,  -0.004456,   0.217359,   1.107184
    1980,  -0.007386,   0.211500,   1.067509
    2002,  -0.007142,   0.209791,   1.061283
    2018,  -0.004944,   0.210401,   0.981810
    2033,  -0.001770,   0.213209,   0.919062
    2049,  -0.001404,   0.216871,   0.929683
    2065,  -0.002014,   0.216871,   0.927364
    2080,  -0.001526,   0.218336,   0.936886
    2102,  -0.002136,   0.220778,   0.953855
    2118,  -0.002991,   0.224928,   0.965696
    2133,  -0.003723,   0.224074,   0.975462
    2149,  -0.004090,   0.231887,   0.925777
    2164,  -0.004334,   0.219069,   0.917353
    2180,  -0.004822,   0.225783,   0.919062
    2202,  -0.004944,   0.201245,   0.927974
    2218,  -0.005310,   0.210645,   0.967771
    2233,  -0.006043,   0.211500,   0.960569
    2249,  -0.003601,   0.222609,   0.999756
    2264,  -0.004334,   0.228224,   1.020997
    2280,  -0.004456,   0.240310,   1.018190
    2302,  -0.003113,   0.231887,   1.008423
    2318,  -0.002747,   0.226271,   1.027590
    2333,  -0.001526,   0.221754,   1.025514
    2349,  -0.000305,   0.219557,   0.991333
    2364,   0.000305,   0.207471,   0.978514
    2380,   0.003357,   0.216017,   0.978636
    2402,  -0.002625,   0.235305,   0.941403
    2418,  -0.004334,   0.237258,   0.886224
    2434,  -0.004700,   0.223463,   0.967649
    2449,  -0.005432,   0.212232,   1.000000
    2465,  -0.005799,   0.211866,   0.998047
    2480,  -0.005921,   0.206128,   0.960691
    2502,  -0.003968,   0.213941,   0.916377
    2518,  -0.001892,   0.219557,   0.918818
    2534,  -0.001770,   0.224196,   0.968870
    2549,  -0.002258,   0.217115,   0.978270
    2564,  -0.001038,   0.222487,   0.990844
    2580,  -0.000916,   0.221022,   1.005860
    2602,  -0.002625,   0.210767,   0.932735
    2618,  -0.005677,   0.225417,   0.925288
    2634,  -0.005555,   0.227004,   0.926998
    2649,  -0.005555,   0.226515,   0.928829
    2665,  -0.005799,   0.226882,   0.927730
    2680,  -0.004578,   0.224440,   0.943478
    2702,  -0.005555,   0.223097,   0.908075
    2718,  -0.007630,   0.223952,   0.911494
    2733,  -0.007019,   0.207715,   0.984984
    2749,  -0.007752,   0.211011,   1.007569
    2764,  -0.006653,   0.216627,   0.997803
    2780,  -0.003357,   0.201489,   0.976317
    2802,   0.003845,   0.208570,   0.969603
    2818,   0.002625,   0.238723,   0.913203
    2833,   0.006775,   0.198682,   0.987426
    2849,   0.002503,   0.221998,   0.938107
    2865,  -0.002136,   0.231398,   0.803211
