     168,  -0.002991,   0.038638,   0.326497
     184,  -0.002869,   0.039248,   0.339803
     200,  -0.002869,   0.037661,   0.339803
     215,  -0.002747,   0.035097,   0.337362
     231,  -0.002625,   0.034731,   0.333333
     246,  -0.003113,   0.034731,   0.318196
     269,  -0.002747,   0.030947,   0.308063
     284,  -0.002869,   0.026064,   0.307209
     300,  -0.003113,   0.032778,   0.316853
     315,  -0.003357,   0.031313,   0.321736
     331,  -0.002991,   0.028871,   0.328206
     347,  -0.003113,   0.031679,   0.327596
     369,  -0.002869,   0.029970,   0.326619
     384,  -0.003113,   0.031923,   0.320393
     400,  -0.002991,   0.030092,   0.318440
     415,  -0.002747,   0.030825,   0.315022
     431,  -0.002991,   0.032167,   0.321980
     447,  -0.002991,   0.033266,   0.328572
     469,  -0.002869,   0.036806,   0.325154
     485,  -0.002991,   0.034243,   0.319783
     500,  -0.002991,   0.035219,   0.320271
     516,  -0.003113,   0.036562,   0.321492
     532,  -0.002991,   0.037051,   0.318928
     547,  -0.002747,   0.033144,   0.316242
     570,  -0.002747,   0.036929,   0.320759
     585,  -0.002747,   0.036562,   0.323811
     601,  -0.002747,   0.032290,   0.325887
     616,  -0.002747,   0.033754,   0.323079
     632,  -0.002747,   0.032290,   0.324910
     648,  -0.003113,   0.033632,   0.325032
     670,  -0.002991,   0.032534,   0.319905
     685,  -0.002869,   0.029726,   0.320515
     701,  -0.002625,   0.029604,   0.325154
     716,  -0.002869,   0.033632,   0.322346
     732,  -0.002625,   0.038271,   0.319294
     748,  -0.002747,   0.035097,   0.322713
     770,  -0.002869,   0.027651,   0.324788
     786,  -0.002869,   0.033877,   0.324910
     801,  -0.002869,   0.034853,   0.325276
     817,  -0.002991,   0.031679,   0.323689
     832,  -0.002991,   0.032534,   0.317707
     848,  -0.002869,   0.032412,   0.323323
     870,  -0.002503,   0.033754,   0.323323
     886,  -0.002869,   0.032534,   0.326253
     902,  -0.002991,   0.033144,   0.323445
     917,  -0.002991,   0.032900,   0.324055
     933,  -0.002503,   0.031679,   0.332235
     948,  -0.002747,   0.030703,   0.326009
     970,  -0.002869,   0.035219,   0.322102
     986,  -0.002869,   0.032045,   0.322346
    1002,  -0.002869,   0.032167,   0.321003
    1018,  -0.003113,   0.033632,   0.330770
    1033,  -0.003113,   0.034121,   0.332235
    1049,  -0.002991,   0.036806,   0.316487
    1071,  -0.002869,   0.033388,   0.325520
    1086,  -0.002625,   0.037173,   0.324666
    1102,  -0.003113,   0.034243,   0.322713
    1118,  -0.002869,   0.036562,   0.320637
    1133,  -0.003357,   0.033510,   0.317097
    1149,  -0.002869,   0.034365,   0.323933
    1171,  -0.003113,   0.032534,   0.328450
    1186,  -0.003357,   0.034121,   0.324910
    1202,  -0.002991,   0.032290,   0.319539
    1218,  -0.003113,   0.032656,   0.325642
    1233,  -0.002747,   0.033022,   0.320881
    1249,  -0.003113,   0.030458,   0.326863
    1271,  -0.002869,   0.029238,   0.322590
    1287,  -0.002991,   0.033266,   0.315144
    1302,  -0.002869,   0.030336,   0.320637
    1318,  -0.002869,   0.030092,   0.326253
    1333,  -0.002747,   0.032900,   0.319783
    1349,  -0.002747,   0.031923,   0.322835
    1371,  -0.002747,   0.032290,   0.328816
    1387,  -0.002747,   0.032656,   0.330403
    1403,  -0.002380,   0.033144,   0.322468
    1418,  -0.002869,   0.038760,   0.325765
    1434,  -0.003113,   0.033877,   0.323567
    1449,  -0.003235,   0.029238,   0.318928
    1471,  -0.002869,   0.033510,   0.327474
    1487,  -0.002869,   0.032045,   0.324544
    1503,  -0.002747,   0.031313,   0.321980
    1518,  -0.002869,   0.031435,   0.322468
    1534,  -0.002991,   0.034975,   0.323567
    1549,  -0.002991,   0.033388,   0.325887
    1571,  -0.003113,   0.032290,   0.324788
    1587,  -0.002625,   0.031435,   0.324666
    1603,  -0.002625,   0.031191,   0.325398
    1618,  -0.002747,   0.032900,   0.323201
    1634,  -0.002747,   0.035586,   0.323323
    1649,  -0.002869,   0.031679,   0.326253
    1672,  -0.002625,   0.034853,   0.324910
    1687,  -0.002747,   0.030336,   0.322102
    1703,  -0.002747,   0.032656,   0.327840
    1719,  -0.002869,   0.034121,   0.324178
    1734,  -0.002869,   0.034121,   0.326741
    1750,  -0.002747,   0.033388,   0.327229
    1772,  -0.002503,   0.034975,   0.321614
    1788,  -0.002625,   0.034121,   0.323933
    1803,  -0.003113,   0.034487,   0.323933
    1819,  -0.002991,   0.030581,   0.326009
    1834,  -0.002869,   0.031801,   0.317463
    1850,  -0.002991,   0.032900,   0.325032
    1872,  -0.003113,   0.032534,   0.329183
    1888,  -0.002747,   0.035219,   0.320515
    1903,  -0.002747,   0.036196,   0.326741
    1919,  -0.002869,   0.028505,   0.320881
    1934,  -0.002503,   0.027284,   0.323201
    1950,  -0.003113,   0.029482,   0.330281
    1972,  -0.003357,   0.033510,   0.328572
    1988,  -0.002625,   0.035830,   0.323811
    2003,  -0.002869,   0.033266,   0.322468
    2019,  -0.003235,   0.029482,   0.322468
    2035,  -0.002991,   0.032900,   0.324178
    2050,  -0.002625,   0.036074,   0.324422
    2073,  -0.002869,   0.035097,   0.321370
    2088,  -0.002869,   0.034121,   0.324910
    2104,  -0.002869,   0.033144,   0.322713
    2120,  -0.002869,   0.035830,   0.320027
    2135,  -0.002991,   0.034975,   0.322224
    2151,  -0.002625,   0.033388,   0.323567
    2173,  -0.002869,   0.029970,   0.324422
    2189,  -0.002869,   0.032412,   0.326131
    2204,  -0.002991,   0.038516,   0.323933
    2220,  -0.003113,   0.033754,   0.322590
    2236,  -0.002747,   0.031313,   0.327840
    2251,  -0.002869,   0.033510,   0.327840
    2273,  -0.002991,   0.032045,   0.322835
    2289,  -0.002869,   0.032290,   0.319539
    2304,  -0.002503,   0.034731,   0.320637
    2320,  -0.002991,   0.033754,   0.322346
    2336,  -0.002991,   0.032412,   0.324055
    2351,  -0.002747,   0.028749,   0.320759
    2373,  -0.002869,   0.033999,   0.323201
    2389,  -0.002747,   0.033388,   0.327840
    2404,  -0.002869,   0.033388,   0.329061
    2420,  -0.002747,   0.036929,   0.322102
    2435,  -0.002991,   0.038271,   0.325154
    2451,  -0.002747,   0.032045,   0.322835
    2473,  -0.003113,   0.030581,   0.324422
    2489,  -0.002869,   0.032778,   0.322224
    2505,  -0.003113,   0.033877,   0.324422
    2520,  -0.002991,   0.035586,   0.321126
    2536,  -0.003235,   0.026918,   0.326009
    2551,  -0.002991,   0.034853,   0.322835
    2574,  -0.002991,   0.029726,   0.330281
    2589,  -0.002869,   0.032290,   0.322590
    2605,  -0.002869,   0.035830,   0.326131
    2620,  -0.002869,   0.034121,   0.327474
    2636,  -0.002869,   0.033632,   0.317585
    2652,  -0.002747,   0.036929,   0.319417
    2674,  -0.002991,   0.033632,   0.325154
    2690,  -0.002747,   0.032534,   0.324910
    2705,  -0.002991,   0.030703,   0.321492
    2721,  -0.002747,   0.038516,   0.327474
    2737,  -0.002991,   0.035830,   0.320759
    2752,  -0.002869,   0.032534,   0.321003
    2774,  -0.002869,   0.034609,   0.319905
    2790,  -0.002869,   0.031923,   0.329061
    2806,  -0.002991,   0.031923,   0.328938
    2821,  -0.003113,   0.033877,   0.325765
    2837,  -0.002869,   0.035952,   0.327474
    2852,  -0.002747,   0.030825,   0.325276
    2875,  -0.002625,   0.032045,   0.325887
    2890,  -0.002869,   0.033632,   0.322468
    2906,  -0.002991,   0.031801,   0.320759
    2921,  -0.003113,   0.035219,   0.327229
    2937,  -0.002869,   0.031679,   0.321858
    2953,  -0.002991,   0.037539,   0.319783
    2975,  -0.003235,   0.037051,   0.322346
    2990,  -0.002869,   0.031801,   0.328206
    3006,  -0.002869,   0.031801,   0.321858
    3022,  -0.002991,   0.031923,   0.328938
    3037,  -0.003235,   0.033999,   0.322102
    3053,  -0.003235,   0.034487,   0.329549
    3075,  -0.002747,   0.035586,   0.319783
    3090,  -0.003235,   0.031801,   0.321126
    3106,  -0.003113,   0.028749,   0.327229
    3122,  -0.002625,   0.032778,   0.316242
    3137,  -0.002869,   0.035342,   0.323933
    3153,  -0.002747,   0.034121,   0.325398
    3175,  -0.002747,   0.034487,   0.318562
    3191,  -0.002869,   0.034975,   0.328328
    3206,  -0.002869,   0.033022,   0.321736
    3222,  -0.002869,   0.030703,   0.325765
    3237,  -0.002869,   0.030336,   0.324300
    3253,  -0.003113,   0.031313,   0.326985
    3275,  -0.002869,   0.031679,   0.327352
    3291,  -0.002991,   0.034121,   0.325032
    3306,  -0.002747,   0.032167,   0.320759
    3322,  -0.002747,   0.033632,   0.325765
    3338,  -0.003601,   0.031069,   0.318562
    3353,  -0.003113,   0.033877,   0.318928
    3375,  -0.003113,   0.031435,   0.326375
    3391,  -0.002625,   0.030092,   0.323689
    3407,  -0.002747,   0.034365,   0.324178
    3422,  -0.002991,   0.030214,   0.326131
    3438,  -0.002991,   0.034243,   0.322346
    3453,  -0.003479,   0.034243,   0.320271
    3475,  -0.002747,   0.035464,   0.318440
    3491,  -0.002991,   0.034975,   0.324178
    3507,  -0.002503,   0.035342,   0.322102
    3522,  -0.002869,   0.033999,   0.324788
    3538,  -0.002869,   0.033632,   0.326497
    3553,  -0.002625,   0.035708,   0.320637
    3575,  -0.002869,   0.035952,   0.324910
    3591,  -0.002869,   0.031801,   0.327229
    3606,  -0.002991,   0.037661,   0.325520
    3622,  -0.003113,   0.030458,   0.324544
    3638,  -0.002991,   0.034609,   0.323567
    3653,  -0.002991,   0.034365,   0.320759
    3676,  -0.002503,   0.035464,   0.319294
    3691,  -0.002991,   0.035464,   0.322224
    3706,  -0.002869,   0.034121,   0.321126
    3722,  -0.002747,   0.032045,   0.326253
    3738,  -0.002747,   0.031435,   0.326253
    3754,  -0.002747,   0.032656,   0.319905
    3775,  -0.003113,   0.035586,   0.322102
    3791,  -0.002503,   0.033877,   0.321370
    3807,  -0.003113,   0.033510,   0.321980
    3822,  -0.002747,   0.033388,   0.324300
    3838,  -0.003113,   0.036318,   0.323201
    3854,  -0.002869,   0.034853,   0.323323
    3875,  -0.002869,   0.034609,   0.323079
    3891,  -0.003113,   0.033388,   0.317829
    3906,  -0.002869,   0.036318,   0.326497
    3922,  -0.002991,   0.035708,   0.329183
    3938,  -0.002747,   0.032778,   0.321858
    3954,  -0.002869,   0.029482,   0.321492
    3976,  -0.002747,   0.034365,   0.318196
    3991,  -0.002625,   0.034853,   0.326497
    4007,  -0.002991,   0.035586,   0.325520
    4022,  -0.002991,   0.032656,   0.329061
    4038,  -0.002869,   0.029116,   0.319172
    4054,  -0.002991,   0.035464,   0.324300
    4076,  -0.002625,   0.032656,   0.325154
    4091,  -0.002625,   0.034731,   0.324300
    4107,  -0.002747,   0.032778,   0.325520
    4122,  -0.002747,   0.035708,   0.322957
    4138,  -0.002747,   0.032900,   0.323567
    4154,  -0.003357,   0.026674,   0.318928
    4175,  -0.003235,   0.032167,   0.325276
    4191,  -0.002991,   0.027284,   0.323201
    4207,  -0.002625,   0.033388,   0.315144
    4222,  -0.002747,   0.033266,   0.319172
    4238,  -0.002625,   0.032778,   0.328572
    4254,  -0.002991,   0.033266,   0.323567
    4275,  -0.003113,   0.031557,   0.326619
    4291,  -0.002869,   0.032534,   0.321126
    4306,  -0.002869,   0.034731,   0.320637
    4322,  -0.002869,   0.034609,   0.323567
    4338,  -0.002991,   0.034243,   0.323079
    4354,  -0.003235,   0.030947,   0.323445
    4375,  -0.002991,   0.031801,   0.324178
    4391,  -0.002991,   0.034121,   0.325032
    4407,  -0.003113,   0.028993,   0.325032
    4422,  -0.002625,   0.032045,   0.323811
    4438,  -0.002747,   0.032045,   0.326375
    4454,  -0.002869,   0.031191,   0.324300
    4475,  -0.002869,   0.036074,   0.317707
    4491,  -0.002991,   0.033877,   0.321248
    4506,  -0.002991,   0.035586,   0.323079
    4522,  -0.002625,   0.034243,   0.323445
    4538,  -0.002869,   0.034731,   0.322224
    4554,  -0.002869,   0.034609,   0.323567
    4575,  -0.003235,   0.035952,   0.324178
    4591,  -0.002625,   0.030214,   0.325032
    4607,  -0.002869,   0.031435,   0.324178
    4622,  -0.002991,   0.034365,   0.319417
    4638,  -0.002991,   0.033144,   0.319905
    4654,  -0.002625,   0.032656,   0.320637
    4675,  -0.002991,   0.034243,   0.327352
    4691,  -0.002991,   0.034731,   0.325398
    4707,  -0.003235,   0.028017,   0.324300
    4722,  -0.002991,   0.028261,   0.322224
    4738,  -0.002869,   0.033144,   0.321858
    4753,  -0.002869,   0.032656,   0.323689
    4775,  -0.002869,   0.030214,   0.315998
    4791,  -0.002747,   0.035952,   0.322468
    4806,  -0.002869,   0.036318,   0.322957
    4822,  -0.003601,   0.031923,   0.325520
    4838,  -0.002869,   0.035464,   0.327962
    4853,  -0.003235,   0.031923,   0.329183
    4875,  -0.002747,   0.033266,   0.320881
    4891,  -0.002991,   0.031313,   0.324178
    4906,  -0.002869,   0.030458,   0.326253
    4922,  -0.002991,   0.033388,   0.322102
    4938,  -0.002747,   0.029482,   0.322835
    4953,  -0.002747,   0.033266,   0.326863
    4975,  -0.003113,   0.033022,   0.320027
    4991,  -0.002991,   0.035219,   0.323811
    5006,  -0.002747,   0.036684,   0.327962
    5022,  -0.002869,   0.029360,   0.325520
    5038,  -0.002747,   0.035464,   0.324055
    5054,  -0.002747,   0.036806,   0.322224
    5075,  -0.002991,   0.032778,   0.324422
